"";"TIPO_REG";"ENCUESTA";"COD_VEREDA";"PRED_ETNICA";"S05_TENENCIA";"P_S6P71";"P_S6P65";"P_S6P66";"P_S7P84F";"P_S7P85B";"P_S12P150A";"P_S15P158B";"PRED_ETNICA_C";"S05_TENENCIA_C";"P_S6P71_C";"P_S6P65_c"
"175";"1";"83697084";"99524003";"7";"1";"6";"1";1066865,3361;30;97;10455889,906;5;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"176";"1";"83697085";"99524003";"7";"9";"12";"1";11446759,956;36;78;13942022,907;3;"Ninguno de los anteriores";"Otra forma de tenencia";"No fueron Afectados";"Si"
"177";"1";"83697086";"99524003";"7";"1";"6";"1";2167771,0635;3;13;2614097,5288;5;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"178";"1";"83697088";"99524003";"7";"9";"9";"1";7987523,6157;2;10;9680353,7168;1;"Ninguno de los anteriores";"Otra forma de tenencia";"Incendio";"Si"
"179";"1";"83697090";"99524005";"7";"1";"12";"1";954316,38014;50;133;1220531,4396;2;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"180";"1";"83697093";"99524003";"7";"99";"6";"1";44793279,768;104;270;55899976,143;5;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"181";"1";"83697095";"99524003";"7";"7";"12";"1";146718790,62;3;10;174261934,36;5;"Ninguno de los anteriores";"Propiedad colectiva";"No fueron Afectados";"Si"
"182";"1";"83697096";"99524003";"7";"1";"12";"1";14268901,649;1;3;17121741,204;6;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"183";"1";"83701651";"99524002";"7";"1";"6";"1";7275818,4797;13;33;13385507,253;5;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"184";"1";"83701652";"99524002";"7";"1";"12";"1";1906145,6871;17;125;2665436,2318;2;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"185";"1";"83701653";"99524002";"7";"1";"6";"1";2024500,043;2;7;2691366,2534;5;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"186";"1";"83701654";"99524002";"2";"1";"6";"1";693706,56052;10;30;1622050,2874;1;"Asentamiento indígena";"Propia";"Sequía";"Si"
"187";"1";"83701655";"99524001";"7";"1";"6";"1";4183191,9546;4;37;5386209,1847;6;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"188";"1";"83701657";"99524002";"7";"1";"12";"1";6736756,6812;25;52;9054918,8941;3;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"189";"1";"83701658";"99524002";"7";"1";"12";"1";4106183,4754;7;23;5381981,1633;8;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"190";"1";"83701661";"99524002";"7";"1";"6";"1";9457417,9704;242;803;11572373,64;5;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"191";"1";"83701662";"99524002";"7";"1";"12";"1";5822406,4085;3;13;9415627,3369;2;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"192";"1";"83701664";"99524002";"7";"1";"12";"1";1237350,0399;2;2;1617378,3597;8;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"193";"1";"83701665";"99524002";"7";"1";"12";"1";1707457,5113;2;10;2688970,2088;5;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"194";"1";"83701666";"99524002";"7";"1";"12";"1";8720244,7293;11;57;10454815,046;4;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"195";"1";"83701668";"99524002";"7";"1";"12";"1";3373072,9353;2;7;10380093,437;1;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"196";"1";"83701669";"99524002";"7";"1";"12";"2";0;13;33;11291018,786;7;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"No"
"197";"1";"83701671";"99524002";"7";"1";"12";"1";3509702,2184;5;17;4501289,5884;3;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"198";"1";"83701673";"99524002";"7";"1";"10";"1";24502022,08;11;53;29443950,565;1;"Ninguno de los anteriores";"Propia";"Plaga";"Si"
"199";"1";"83701674";"99524002";"7";"1";"6";"1";1531438,6651;3;13;2072333,739;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"200";"1";"83701675";"99524002";"7";"1";"6";"1";2209335,5872;2;3;2872423,1409;1;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"201";"1";"83701676";"99524002";"7";"1";"6";"1";4204832,5348;9;43;5382718,2571;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"202";"1";"83701677";"99524002";"7";"1";"6";"1";9267223,5231;8;23;11282885,419;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"203";"1";"83701678";"99524002";"6";"1";"6";"2";0;265;863;9709782,0802;4;"Territorios de Ocupación Colectiva de Comunidades Negras sin titulación";"Propia";"Sequía";"No"
"204";"1";"83701681";"99524002";"7";"1";"10";"2";0;16;25;12320034,841;1;"Ninguno de los anteriores";"Propia";"Plaga";"No"
"205";"1";"83701683";"99524002";"7";"1";"6";"1";2062196,4359;3;13;2898160,6231;5;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"206";"1";"83701685";"99524002";"7";"1";"6";"1";7262037,3893;2;7;9073334,9831;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"207";"1";"83701686";"99524002";"7";"1";"1";"2";0;1;3;11398244,396;3;"Ninguno de los anteriores";"Propia";"Inundación";"No"
"208";"1";"83701689";"99524002";"7";"1";"12";"1";7249835,2493;12;60;8712665,943;3;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"209";"1";"83701691";"99524002";"7";"1";"6";"1";3449042,4701;2;7;4486901,5065;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"210";"1";"83701692";"99524002";"7";"1";"6";"1";2096638,2696;9;30;2920892,183;6;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"211";"1";"83701694";"99524002";"7";"1";"6";"1";1244153,0713;68;620;1713181,4846;6;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"212";"1";"83701695";"99524002";"7";"1";"12";"2";0;8;40;4671344,6272;5;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"No"
"213";"1";"83701698";"99524002";"7";"1";"6";"1";2070572,2827;2;3;2689528,4361;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"214";"1";"83701701";"99524002";"2";"1";"6";"1";1230442,8359;6;17;2899546,15;4;"Asentamiento indígena";"Propia";"Sequía";"Si"
"215";"1";"83701702";"99524002";"7";"99";"6";"1";13897398,773;25;34;17423244,517;3;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"216";"1";"83701703";"99524002";"7";"1";"10";"2";0;10;17;880523,34182;2;"Ninguno de los anteriores";"Propia";"Plaga";"No"
"217";"1";"83701704";"99524002";"7";"99";"6";"2";0;3;13;17407647,033;1;"Ninguno de los anteriores";"No sabe";"Sequía";"No"
"218";"1";"83701705";"99524002";"7";"1";"1";"1";12078506,428;9;30;14805797,883;11;"Ninguno de los anteriores";"Propia";"Inundación";"Si"
"219";"1";"83701706";"99524002";"7";"1";"12";"1";11011779,484;2;5;13069587,308;1;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"220";"1";"83701708";"99524002";"7";"1";"6";"1";8580034,1176;26;87;10452846,749;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"221";"1";"83701709";"99524002";"7";"1";"6";"1";6262460,5939;12;33;8074525,7992;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"222";"1";"83701710";"99524002";"7";"1";"6";"1";4371190,3838;230;742;5227833,1733;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"223";"1";"83701711";"99524002";"7";"1";"6";"1";7240088,2413;6;17;9253919,014;1;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"224";"1";"83701712";"99524002";"7";"1";"6";"1";5841614,7971;13;26;7221512,1742;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"225";"1";"83701713";"99524002";"7";"1";"6";"1";7588769,0556;11;53;9818198,8515;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"226";"1";"83701714";"99524002";"7";"1";"12";"1";14517881,344;55;160;17424671,998;2;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"227";"1";"83701715";"99524002";"6";"1";"2";"1";481378,56569;8;27;1378905,9611;2;"Territorios de Ocupación Colectiva de Comunidades Negras sin titulación";"Propia";"Exceso de LLuvia";"Si"
"228";"1";"83701716";"99524002";"7";"1";"6";"1";7688180,5626;5;14;10785705,466;5;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"229";"1";"83701717";"99524002";"2";"99";"11";"2";0;13;33;96598,019689;4;"Asentamiento indígena";"No sabe";"Enfermedad";"No"
"230";"1";"83701718";"99524002";"7";"1";"6";"1";6995363,6922;3;13;10033225,357;1;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"231";"1";"83701719";"99524002";"2";"1";"12";"2";0;47;119;7273150,0368;2;"Asentamiento indígena";"Propia";"No fueron Afectados";"No"
"232";"1";"83701720";"99524002";"6";"1";"12";"1";1250942,1831;8;27;3440453,5569;3;"Territorios de Ocupación Colectiva de Comunidades Negras sin titulación";"Propia";"No fueron Afectados";"Si"
"233";"1";"83701722";"99524003";"7";"1";"12";"1";8911334,7847;48;123;13435918,601;1;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"234";"1";"83701723";"99524003";"7";"1";"6";"1";6749945,6247;57;92;12605131,113;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"235";"1";"83701724";"99524002";"7";"1";"6";"1";8657662,8724;7;23;10452775,533;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"236";"1";"83701725";"99524002";"7";"1";"6";"2";0;15;42;10457770,837;2;"Ninguno de los anteriores";"Propia";"Sequía";"No"
"237";"1";"83701726";"99524002";"7";"1";"12";"2";0;8;23;2614613,494;7;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"No"
"238";"1";"83701727";"99524002";"7";"1";"12";"1";21879290,744;2;10;26136295,819;3;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"239";"1";"83701728";"99524002";"7";"1";"12";"1";345922379,26;20;63;435334384,23;3;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"240";"1";"83701730";"99524002";"7";"1";"12";"1";36229884,876;42;107;43559172,386;4;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"241";"1";"83701731";"99524002";"7";"1";"12";"2";0;195;633;36818408,896;3;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"No"
"242";"1";"83701732";"99524002";"7";"1";"12";"1";1977732,4527;130;366;2692968,3339;9;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"243";"1";"83701733";"99524002";"7";"1";"6";"1";4119045,3653;5;8;5221244,8786;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"244";"1";"83701735";"99524002";"7";"1";"12";"1";2086148,7956;2;3;2678422,0905;1;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"245";"1";"83701737";"99524002";"2";"1";"6";"1";698022,71941;2;10;1593523,3967;5;"Asentamiento indígena";"Propia";"Sequía";"Si"
"246";"1";"83701740";"99524002";"2";"1";"12";"1";820019,38258;7;23;1947224,2904;2;"Asentamiento indígena";"Propia";"No fueron Afectados";"Si"
"247";"1";"83701745";"99524002";"7";"1";"12";"2";0;32;52;45418782,967;5;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"No"
"248";"1";"83701748";"99524002";"7";"1";"10";"1";2926336,3537;15;40;8668123,8961;4;"Ninguno de los anteriores";"Propia";"Plaga";"Si"
"249";"1";"83701749";"99524002";"7";"1";"6";"2";0;2;7;8708542,8714;2;"Ninguno de los anteriores";"Propia";"Sequía";"No"
"250";"1";"83701750";"99524002";"7";"1";"6";"1";5334658,8352;21;27;16091221,575;6;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"251";"1";"83701751";"99524002";"7";"1";"12";"1";1422809,1266;6;20;1795295,1649;1;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"252";"1";"83701752";"99524002";"7";"1";"12";"2";0;37;93;11638909,819;1;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"No"
"253";"1";"83701753";"99524002";"7";"1";"12";"1";14389433,049;24;80;19321266,826;7;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"254";"1";"83701754";"99524002";"7";"1";"12";"1";2810972,7191;146;337;4661231,57;6;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"255";"1";"83701758";"99524002";"7";"99";"12";"1";14013427,127;9;43;17405378,306;1;"Ninguno de los anteriores";"No sabe";"No fueron Afectados";"Si"
"256";"1";"83701761";"99524003";"7";"1";"6";"1";30961324,801;224;2173;60863953,136;7;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"257";"1";"83701766";"99524001";"7";"1";"6";"1";7075723,9976;16;21;12401923,05;5;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"258";"1";"83701767";"99524002";"7";"1";"6";"1";3996899,9676;4;4;5377812,6212;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"259";"1";"83701775";"99524002";"7";"1";"6";"1";3905682,8475;2;7;8606843,4271;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"260";"1";"83701780";"99524002";"7";"1";"6";"1";11416563,434;12;60;17607139,923;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"261";"1";"83701781";"99524002";"7";"1";"6";"1";1689494,8335;25;83;2607667,2916;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"262";"1";"83701782";"99524001";"7";"1";"6";"1";6834979,8517;44;113;12186845,831;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"263";"1";"83701783";"99524003";"7";"1";"6";"1";7973223,3557;7;23;9751694,9559;1;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"264";"1";"83701784";"99524003";"7";"1";"6";"1";4818144,3765;8;40;9286443,621;1;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"265";"1";"83701785";"99524003";"7";"1";"6";"1";1034194,7771;8;40;5349091,0511;1;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"266";"1";"83701791";"99524002";"7";"1";"6";"1";6791229,679;10;53;8462888,8346;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"267";"1";"83701793";"99524002";"7";"1";"6";"2";0;5;11;10456503,202;3;"Ninguno de los anteriores";"Propia";"Sequía";"No"
"268";"1";"83701795";"99524003";"7";"1";"12";"1";6921235,7535;49;362;10412075,404;2;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"269";"1";"83701798";"99524002";"7";"1";"6";"1";4850357,6705;19;63;7175138,7439;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"270";"1";"83701799";"99524003";"7";"1";"6";"1";38250449,463;180;1461;52971284,529;5;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"271";"1";"83707601";"99524003";"7";"1";"6";"1";179987,96432;6;20;522389,08242;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"272";"1";"83707602";"99524003";"7";"1";"12";"1";189462,14197;2;3;731169,64122;2;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"273";"1";"83707603";"99524003";"7";"1";"6";"1";10109122,088;3;13;12197188,374;7;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"274";"1";"83707604";"99524003";"7";"1";"6";"1";489270,24223;10;53;914586,99718;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"275";"1";"83707605";"99524003";"7";"1";"6";"1";15134164,047;168;546;21204996,005;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"276";"1";"83707606";"99524003";"7";"1";"6";"1";7818032,1676;6;20;10035938,94;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"277";"1";"83707607";"99524003";"7";"1";"6";"1";4865789,2589;52;150;7694204,5915;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"278";"1";"83707608";"99524001";"7";"1";"6";"1";2263436,5739;21;70;4091546,3594;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"279";"1";"83707609";"99524003";"7";"1";"12";"1";342347,9153;23;77;2290308,4342;6;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"280";"1";"83707616";"99524003";"7";"1";"12";"1";195867,64807;2;2;941994,28758;7;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"281";"1";"83707618";"99524003";"7";"1";"6";"1";283262,20706;2;7;466165,43914;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"282";"1";"83707620";"99524003";"7";"1";"6";"1";108779,51173;2;3;251872,62318;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"283";"1";"83707626";"99524003";"7";"2";"12";"1";938507,2527;63;183;2172369,9293;3;"Ninguno de los anteriores";"Arriendo";"No fueron Afectados";"Si"
"284";"1";"83707627";"99524003";"7";"1";"12";"1";1449504,8172;22;48;2786660,9712;5;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"285";"1";"83707629";"99524003";"7";"1";"10";"1";8985,4300792;2;4;146991,34589;4;"Ninguno de los anteriores";"Propia";"Plaga";"Si"
"286";"1";"83707652";"99524003";"7";"1";"6";"1";21278274,653;126;330;34064382,615;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"287";"1";"83707653";"99524003";"7";"1";"6";"1";7788254,5054;52;150;17090484,783;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"288";"1";"83707654";"99524001";"7";"1";"6";"1";10824474,156;0;0;14763960,273;1;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"289";"1";"83707655";"99524003";"7";"1";"6";"1";11386771,738;0;0;15260330,704;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"290";"1";"83707665";"99524001";"7";"1";"6";"1";5393547,4611;47;123;10418316,978;9;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"291";"1";"83707672";"99524001";"7";"1";"6";"1";6132203,046;80;130;8944181,0786;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"292";"1";"83707673";"99524003";"7";"1";"6";"1";12708660,649;57;163;17895372,897;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"293";"1";"83707675";"99524003";"7";"1";"6";"1";2012743,9701;7;23;2811214,4738;6;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"294";"1";"83707678";"99524003";"7";"1";"6";"1";7075772,7989;2;10;8699479,633;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"295";"1";"83707681";"99524003";"7";"1";"6";"1";306847,21705;0;0;821307,58862;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"296";"1";"83707682";"99524001";"7";"99";"6";"1";3529115,9374;148;383;31245956,072;7;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"297";"1";"83707694";"99524003";"7";"1";"6";"1";11028524,994;44;71;15784143,761;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"298";"1";"83707695";"99524003";"7";"1";"6";"1";19460210,419;48;140;24363831,55;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"299";"1";"83707696";"99524003";"7";"1";"6";"1";28710,939428;8;23;171056,01828;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"300";"1";"83707700";"99524003";"7";"1";"6";"1";742415,38037;6;17;1364090,8942;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"301";"1";"83707709";"99524001";"7";"1";"12";"1";2923416,4042;10;37;5182179,5223;6;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"302";"1";"83707715";"99524001";"7";"99";"6";"1";138849686,02;142;370;167641138,1;8;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"303";"1";"83707716";"99524001";"7";"1";"12";"1";4069405,4166;6;20;8344832,7251;4;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"304";"1";"83707742";"99524001";"7";"1";"6";"1";17278886,633;10;47;21749293,912;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"305";"1";"83707744";"99524003";"7";"1";"6";"1";4988248,843;48;140;20099057,585;5;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"306";"1";"83707748";"99524001";"7";"1";"6";"1";45525129,449;219;709;69323281,309;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"307";"1";"83707754";"99524001";"7";"1";"6";"1";43269462,307;132;343;56499825,282;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"308";"1";"83734604";"99524002";"7";"1";"6";"2";0;47;137;20913529,57;5;"Ninguno de los anteriores";"Propia";"Sequía";"No"
"309";"1";"83734605";"99524002";"7";"2";"6";"2";0;47;123;14378625,233;3;"Ninguno de los anteriores";"Arriendo";"Sequía";"No"
"310";"1";"83734608";"99524003";"7";"1";"12";"2";0;17;46;22612740,405;7;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"No"
"311";"1";"83734609";"99524003";"7";"1";"11";"1";9202617,4692;22;58;11609884,185;4;"Ninguno de los anteriores";"Propia";"Enfermedad";"Si"
"312";"1";"83734610";"99524003";"7";"1";"6";"2";0;47;137;11301897,316;2;"Ninguno de los anteriores";"Propia";"Sequía";"No"
"313";"1";"83734611";"99524003";"6";"1";"12";"1";6604118,7746;175;475;21103160,471;4;"Territorios de Ocupación Colectiva de Comunidades Negras sin titulación";"Propia";"No fueron Afectados";"Si"
"314";"1";"83734612";"99524003";"6";"1";"10";"1";6931324,0658;57;163;18301081,713;3;"Territorios de Ocupación Colectiva de Comunidades Negras sin titulación";"Propia";"Plaga";"Si"
"315";"1";"83734614";"99524003";"7";"1";"6";"1";28866977,924;4;8;41846338,653;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"316";"1";"83734616";"99524002";"7";"1";"6";"1";3350059,7102;42;110;9515787,1382;1;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"317";"1";"83734617";"99524002";"7";"1";"6";"2";0;10;47;11080404,032;5;"Ninguno de los anteriores";"Propia";"Sequía";"No"
"318";"1";"83734618";"99524003";"7";"1";"6";"1";11771298,904;24;43;15945838,242;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"319";"1";"83734619";"99524003";"7";"1";"6";"1";8652626,9571;12;60;11313810,089;1;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"320";"1";"83734625";"99524002";"7";"1";"12";"1";4083286,0631;8;27;5222951,2928;1;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"321";"1";"83734709";"99524001";"7";"1";"6";"1";17043239,049;409;1182;56592634,114;6;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"322";"1";"83734710";"99524001";"7";"1";"6";"1";18722776,908;130;336;26042722,886;5;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"323";"1";"83734715";"99524001";"7";"1";"6";"1";20245446,383;7;20;26092453,585;5;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"324";"1";"83734720";"99524001";"7";"1";"6";"1";3332205,7731;103;266;11243416,616;5;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"325";"1";"83734721";"99524001";"7";"1";"12";"1";7054543,7536;26;83;8939053,6003;1;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"326";"1";"83734722";"99524001";"7";"1";"12";"1";37761179,275;27;90;52076942,646;3;"Ninguno de los anteriores";"Propia";"No fueron Afectados";"Si"
"327";"1";"83734723";"99524001";"7";"99";"6";"1";6642910,6949;40;103;8953271,7339;4;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"328";"1";"83734725";"99524001";"7";"99";"6";"1";3561235,2532;50;130;4659170,3612;2;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"329";"1";"83734726";"99524001";"7";"1";"6";"1";615668,33429;3;13;871789,17047;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"330";"1";"83734727";"99524001";"7";"1";"6";"1";341598,44529;2;7;484780,14947;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"331";"1";"83734729";"99524001";"7";"99";"6";"1";24283475,483;110;145;33744374,152;2;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"332";"1";"83734730";"99524001";"7";"1";"6";"1";7415741,8193;53;153;9664740,7089;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"333";"1";"83734733";"99524001";"7";"1";"6";"1";269293,71331;2;7;376214,3575;7;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"334";"1";"83734734";"99524001";"7";"1";"6";"1";739745,68811;12;33;1142017,3236;5;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"335";"1";"83734735";"99524001";"7";"1";"6";"1";111339,10152;8;27;198629,71024;6;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"336";"1";"83734736";"99524001";"7";"1";"6";"1";25079,239095;6;17;198506,89652;5;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"337";"1";"83734737";"99524001";"7";"1";"6";"1";1000628,3403;28;90;1576813,0306;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"338";"1";"83734745";"99524001";"7";"1";"6";"1";2338621,4549;3;13;3307680,3159;6;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"339";"1";"83734746";"99524001";"7";"1";"6";"1";7248854,2594;2;12;8712318,3221;3;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"340";"1";"83734751";"99524001";"7";"99";"6";"1";7203626,4994;47;137;11522139,701;2;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"341";"1";"83734752";"99524001";"7";"99";"6";"1";6647730,9573;47;137;12118443,625;1;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"342";"1";"83734754";"99524001";"7";"99";"6";"1";5354937,9161;25;83;11418954,014;2;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"343";"1";"83734755";"99524001";"7";"99";"6";"1";6226199,3496;26;83;12399085,713;1;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"344";"1";"83734756";"99524001";"7";"99";"6";"1";5694240,113;25;83;11315652,652;1;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"345";"1";"83734757";"99524001";"7";"99";"6";"1";6111369,8955;25;83;11313654,753;1;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"346";"1";"83734758";"99524001";"7";"99";"6";"1";7614958,6427;30;97;11955203,384;2;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"347";"1";"83734759";"99524001";"7";"99";"6";"1";5695932,5008;45;117;11833716,42;1;"Ninguno de los anteriores";"No sabe";"Sequía";"Si"
"348";"1";"83734760";"99524001";"7";"9";"12";"1";6432000,55;47;137;11862848,197;3;"Ninguno de los anteriores";"Otra forma de tenencia";"No fueron Afectados";"Si"
"349";"1";"83734762";"99524003";"7";"1";"6";"1";7433521,68;42;110;9697325,8264;4;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"350";"1";"83734764";"99524001";"7";"1";"6";"1";6645367,7607;112;293;11837602,075;8;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"351";"1";"83734766";"99524001";"7";"1";"6";"1";26670689,767;90;233;53543731,517;5;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"352";"1";"83734768";"99524001";"7";"1";"6";"1";25556408,86;122;316;33930021,76;1;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
"353";"1";"83734769";"99524001";"7";"1";"6";"1";7087261,7114;88;96;12503835,069;2;"Ninguno de los anteriores";"Propia";"Sequía";"Si"
